cross-validation	config	run	label	precision	recall	f1	support	algo	dataset1	dataset2	task
True	1	3	ORG	0.22727	0.12195	0.15873	41	CRF_PA	ner.txt.horus	ner.txt.horus	NER
True	1	3	PER	0.43689	0.34615	0.38627	130	CRF_PA	ner.txt.horus	ner.txt.horus	NER
True	1	3	0	0.98424	0.99024	0.98723	9016	CRF_PA	ner.txt.horus	ner.txt.horus	NED
True	1	3	1	0.50562	0.38627	0.43796	233	CRF_PA	ner.txt.horus	ner.txt.horus	NED
True	1	4	LOC	0.31579	0.15000	0.20339	80	CRF	ner.txt.horus	ner.txt.horus	NER
True	1	4	ORG	0.54545	0.15385	0.24000	39	CRF	ner.txt.horus	ner.txt.horus	NER
True	1	4	PER	0.43704	0.49167	0.46275	120	CRF	ner.txt.horus	ner.txt.horus	NER
True	1	4	0	0.98490	0.99070	0.98779	9351	CRF	ner.txt.horus	ner.txt.horus	NED
True	1	4	1	0.52717	0.40586	0.45863	239	CRF	ner.txt.horus	ner.txt.horus	NED
True	1	4	LOC	0.40000	0.15000	0.21818	80	CRF_PA	ner.txt.horus	ner.txt.horus	NER
