cross-validation	config	run	label	precision	recall	f1	support	algo	dataset1	dataset2	task
True	9	3	ORG	0.94737	0.46154	0.62069	39	CRF	ritter.train	ritter.train	NER
True	9	3	PER	0.82500	0.54545	0.65672	121	CRF	ritter.train	ritter.train	NER
True	9	3	average	0.79522	0.48416	0.59999	0	CRF	ritter.train	ritter.train	NER
True	9	3	0	0.98847	0.99772	0.99307	9197	CRF	ritter.train	ritter.train	NED
True	9	3	1	0.84444	0.51584	0.64045	221	CRF	ritter.train	ritter.train	NED
True	9	3	LOC	0.63158	0.39344	0.48485	61	CRF_PA	ritter.train	ritter.train	NER
True	9	3	ORG	0.88235	0.38462	0.53571	39	CRF_PA	ritter.train	ritter.train	NER
True	9	3	PER	0.73684	0.57851	0.64815	121	CRF_PA	ritter.train	ritter.train	NER
True	9	3	average	0.73347	0.49321	0.58323	0	CRF_PA	ritter.train	ritter.train	NER
True	9	3	0	0.98889	0.99652	0.99269	9197	CRF_PA	ritter.train	ritter.train	NED
True	9	3	1	0.78667	0.53394	0.63612	221	CRF_PA	ritter.train	ritter.train	NED
False	9	1	LOC	0.67164	0.28481	0.40000	158	CRF	ritter.train	wnut15.dev	NER
