cross-validation	config	run	label	precision	recall	f1	support	algo	dataset1	dataset2
True	6	2	ORG	0.71739	0.36872	0.48708	179	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	2	PER	0.65574	0.25478	0.36697	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	3	LOC	0.73759	0.45415	0.56216	229	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	3	ORG	0.79310	0.30263	0.43810	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	3	PER	0.81818	0.25000	0.38298	180	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	4	LOC	0.74265	0.44298	0.55495	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	4	ORG	0.79710	0.32164	0.45833	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	4	PER	0.68254	0.27389	0.39091	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	5	LOC	0.75000	0.48387	0.58824	217	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	5	ORG	0.80247	0.33333	0.47101	195	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	5	PER	0.71739	0.23571	0.35484	140	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
False	6	1	LOC	0.68085	0.13115	0.21993	244	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	6	1	ORG	0.22857	0.09195	0.13115	87	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	6	1	PER	0.63063	0.12478	0.20833	561	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	6	1	LOC	0.62205	0.24085	0.34725	328	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	6	1	ORG	0.50000	0.24878	0.33225	205	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	6	1	PER	0.62048	0.15396	0.24671	669	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	6	1	LOC	0.59155	0.26582	0.36681	158	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	6	1	ORG	0.36842	0.14286	0.20588	49	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	6	1	PER	0.71429	0.18519	0.29412	270	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	6	1	LOC	0.33766	0.07027	0.11633	1110	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	6	1	ORG	0.53659	0.02428	0.04646	906	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	6	1	PER	0.26681	0.16096	0.20079	789	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
True	6	1	LOC	0.63636	0.14000	0.22951	50	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	1	ORG	0.50000	0.05263	0.09524	19	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	1	PER	0.65789	0.21739	0.32680	115	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	2	LOC	0.52941	0.22500	0.31579	40	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	2	ORG	0.50000	0.06250	0.11111	16	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	2	PER	0.62857	0.20755	0.31206	106	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	3	LOC	0.66667	0.14545	0.23881	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	3	ORG	0.50000	0.22222	0.30769	18	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	3	PER	0.63158	0.23077	0.33803	104	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	4	LOC	0.84615	0.20000	0.32353	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	4	ORG	0.33333	0.10000	0.15385	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	4	PER	0.59574	0.23140	0.33333	121	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	5	LOC	0.58333	0.15556	0.24561	45	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	5	ORG	0.33333	0.10000	0.15385	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	6	5	PER	0.55814	0.24000	0.33566	100	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
False	6	1	LOC	0.18462	0.03659	0.06107	328	DT	emerging.test.annotated.horus	ner.txt.horus
False	6	1	ORG	0.15385	0.00976	0.01835	205	DT	emerging.test.annotated.horus	ner.txt.horus
False	6	1	PER	0.48897	0.19880	0.28268	669	DT	emerging.test.annotated.horus	ner.txt.horus
False	6	1	LOC	0.26829	0.06962	0.11055	158	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	6	1	ORG	0.00000	0.00000	0.00000	49	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	6	1	PER	0.34868	0.19630	0.25118	270	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	6	1	LOC	0.65181	0.21081	0.31858	1110	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	6	1	ORG	0.66327	0.07174	0.12948	906	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	6	1	PER	0.32804	0.15716	0.21251	789	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	6	1	LOC	0.50000	0.03689	0.06870	244	DT	ner.txt.horus	emerging.test.annotated.horus
False	6	1	ORG	0.14286	0.01149	0.02128	87	DT	ner.txt.horus	emerging.test.annotated.horus
False	6	1	PER	0.65278	0.08378	0.14850	561	DT	ner.txt.horus	emerging.test.annotated.horus
True	6	1	LOC	0.80000	0.14118	0.24000	85	DT	ner.txt.horus	ner.txt.horus
True	6	1	ORG	1.00000	0.46667	0.63636	45	DT	ner.txt.horus	ner.txt.horus
True	6	1	PER	0.82353	0.41481	0.55172	135	DT	ner.txt.horus	ner.txt.horus
True	6	2	LOC	0.71429	0.27027	0.39216	74	DT	ner.txt.horus	ner.txt.horus
True	6	2	ORG	0.85714	0.33333	0.48000	36	DT	ner.txt.horus	ner.txt.horus
True	6	2	PER	0.81034	0.37302	0.51087	126	DT	ner.txt.horus	ner.txt.horus
True	6	3	LOC	0.73684	0.22951	0.35000	61	DT	ner.txt.horus	ner.txt.horus
True	6	3	ORG	0.91667	0.50000	0.64706	44	DT	ner.txt.horus	ner.txt.horus
True	6	3	PER	0.75862	0.36066	0.48889	122	DT	ner.txt.horus	ner.txt.horus
True	6	4	LOC	0.61538	0.24242	0.34783	66	DT	ner.txt.horus	ner.txt.horus
True	6	4	ORG	0.88000	0.55000	0.67692	40	DT	ner.txt.horus	ner.txt.horus
True	6	4	PER	0.70000	0.36842	0.48276	114	DT	ner.txt.horus	ner.txt.horus
True	6	5	LOC	0.64516	0.33898	0.44444	59	DT	ner.txt.horus	ner.txt.horus
True	6	5	ORG	1.00000	0.45714	0.62745	35	DT	ner.txt.horus	ner.txt.horus
True	6	5	PER	0.79365	0.37037	0.50505	135	DT	ner.txt.horus	ner.txt.horus
False	6	1	LOC	0.54902	0.17722	0.26794	158	DT	ner.txt.horus	2015.conll.freebase.horus
False	6	1	ORG	0.54545	0.12245	0.20000	49	DT	ner.txt.horus	2015.conll.freebase.horus
False	6	1	PER	0.52475	0.19630	0.28571	270	DT	ner.txt.horus	2015.conll.freebase.horus
False	6	1	LOC	0.59124	0.21892	0.31953	1110	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	6	1	ORG	0.43056	0.03422	0.06339	906	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	6	1	PER	0.56596	0.16857	0.25977	789	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	6	1	LOC	0.60000	0.03689	0.06950	244	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	6	1	ORG	0.00000	0.00000	0.00000	87	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	6	1	PER	0.39726	0.05169	0.09148	561	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	6	1	LOC	0.57831	0.14634	0.23358	328	DT	2015.conll.freebase.horus	ner.txt.horus
False	6	1	ORG	0.80000	0.17561	0.28800	205	DT	2015.conll.freebase.horus	ner.txt.horus
False	6	1	PER	0.58721	0.15097	0.24019	669	DT	2015.conll.freebase.horus	ner.txt.horus
True	6	1	LOC	0.71429	0.11628	0.20000	43	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	1	ORG	0.00000	0.00000	0.00000	6	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	1	PER	0.73333	0.19298	0.30556	57	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	2	LOC	0.50000	0.12500	0.20000	32	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	2	ORG	1.00000	0.12500	0.22222	8	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	2	PER	0.55556	0.17241	0.26316	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	3	LOC	0.33333	0.03571	0.06452	28	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	3	ORG	1.00000	0.10000	0.18182	10	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	3	PER	0.86667	0.22414	0.35616	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	4	LOC	0.85714	0.16667	0.27907	36	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	4	ORG	1.00000	0.18182	0.30769	11	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	4	PER	0.87500	0.11475	0.20290	61	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	5	LOC	0.75000	0.12500	0.21429	24	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	5	ORG	1.00000	0.23077	0.37500	13	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	5	PER	0.75000	0.28302	0.41096	53	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	1	LOC	0.78571	0.43421	0.55932	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	1	ORG	0.71277	0.39181	0.50566	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	1	PER	0.80769	0.24852	0.38009	169	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	2	LOC	0.76712	0.46473	0.57881	241	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	2	ORG	0.74444	0.37430	0.49814	179	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	2	PER	0.58462	0.24204	0.34234	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	3	LOC	0.72603	0.46288	0.56533	229	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	3	ORG	0.79310	0.30263	0.43810	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	3	PER	0.77778	0.23333	0.35897	180	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	4	LOC	0.73103	0.46491	0.56836	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	4	ORG	0.76000	0.33333	0.46341	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	4	PER	0.70000	0.26752	0.38710	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	5	LOC	0.76515	0.46544	0.57880	217	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	5	ORG	0.81579	0.31795	0.45756	195	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	7	5	PER	0.68627	0.25000	0.36649	140	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
False	7	1	LOC	0.69565	0.13115	0.22069	244	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	7	1	ORG	0.23077	0.06897	0.10619	87	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	7	1	PER	0.68868	0.13012	0.21889	561	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	7	1	LOC	0.64815	0.21341	0.32110	328	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	7	1	ORG	0.68571	0.23415	0.34909	205	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	7	1	PER	0.62921	0.16741	0.26446	669	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	7	1	LOC	0.60345	0.22152	0.32407	158	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	7	1	ORG	0.18182	0.08163	0.11268	49	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	7	1	PER	0.71014	0.18148	0.28909	270	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	7	1	LOC	0.36649	0.06306	0.10761	1110	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	7	1	ORG	0.59459	0.02428	0.04666	906	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	7	1	PER	0.22587	0.13942	0.17241	789	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
True	7	1	LOC	0.61538	0.16000	0.25397	50	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	1	ORG	1.00000	0.05263	0.10000	19	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	1	PER	0.59375	0.16522	0.25850	115	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	2	LOC	0.47059	0.20000	0.28070	40	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	2	ORG	0.50000	0.06250	0.11111	16	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	2	PER	0.63158	0.22642	0.33333	106	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	3	LOC	0.71429	0.18182	0.28986	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	3	ORG	0.50000	0.11111	0.18182	18	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	3	PER	0.62857	0.21154	0.31655	104	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	4	LOC	0.80000	0.14545	0.24615	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	4	ORG	0.33333	0.10000	0.15385	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	4	PER	0.54348	0.20661	0.29940	121	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	5	LOC	0.57143	0.17778	0.27119	45	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	5	ORG	0.33333	0.10000	0.15385	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	7	5	PER	0.49020	0.25000	0.33113	100	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
False	7	1	LOC	0.28571	0.03659	0.06486	328	DT	emerging.test.annotated.horus	ner.txt.horus
False	7	1	ORG	0.22222	0.00976	0.01869	205	DT	emerging.test.annotated.horus	ner.txt.horus
False	7	1	PER	0.41587	0.19581	0.26626	669	DT	emerging.test.annotated.horus	ner.txt.horus
False	7	1	LOC	0.33333	0.07595	0.12371	158	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	7	1	ORG	0.00000	0.00000	0.00000	49	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	7	1	PER	0.27536	0.14074	0.18627	270	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	7	1	LOC	0.56716	0.10270	0.17391	1110	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	7	1	ORG	0.67606	0.05298	0.09826	906	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	7	1	PER	0.36499	0.15589	0.21847	789	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	7	1	LOC	0.38462	0.02049	0.03891	244	DT	ner.txt.horus	emerging.test.annotated.horus
False	7	1	ORG	0.14286	0.01149	0.02128	87	DT	ner.txt.horus	emerging.test.annotated.horus
False	7	1	PER	0.67308	0.06239	0.11419	561	DT	ner.txt.horus	emerging.test.annotated.horus
True	7	1	LOC	0.80000	0.09412	0.16842	85	DT	ner.txt.horus	ner.txt.horus
True	7	1	ORG	1.00000	0.42222	0.59375	45	DT	ner.txt.horus	ner.txt.horus
True	7	1	PER	0.78947	0.33333	0.46875	135	DT	ner.txt.horus	ner.txt.horus
True	7	2	LOC	0.73684	0.18919	0.30108	74	DT	ner.txt.horus	ner.txt.horus
True	7	2	ORG	0.85714	0.33333	0.48000	36	DT	ner.txt.horus	ner.txt.horus
True	7	2	PER	0.80000	0.34921	0.48619	126	DT	ner.txt.horus	ner.txt.horus
True	7	3	LOC	0.83333	0.16393	0.27397	61	DT	ner.txt.horus	ner.txt.horus
True	7	3	ORG	0.91667	0.50000	0.64706	44	DT	ner.txt.horus	ner.txt.horus
True	7	3	PER	0.77049	0.38525	0.51366	122	DT	ner.txt.horus	ner.txt.horus
True	7	4	LOC	0.68750	0.16667	0.26829	66	DT	ner.txt.horus	ner.txt.horus
True	7	4	ORG	0.94737	0.45000	0.61017	40	DT	ner.txt.horus	ner.txt.horus
True	7	4	PER	0.65714	0.40351	0.50000	114	DT	ner.txt.horus	ner.txt.horus
True	7	5	LOC	0.65217	0.25424	0.36585	59	DT	ner.txt.horus	ner.txt.horus
True	7	5	ORG	1.00000	0.42857	0.60000	35	DT	ner.txt.horus	ner.txt.horus
True	7	5	PER	0.81818	0.33333	0.47368	135	DT	ner.txt.horus	ner.txt.horus
False	7	1	LOC	0.55814	0.15190	0.23881	158	DT	ner.txt.horus	2015.conll.freebase.horus
False	7	1	ORG	0.66667	0.12245	0.20690	49	DT	ner.txt.horus	2015.conll.freebase.horus
False	7	1	PER	0.47222	0.12593	0.19883	270	DT	ner.txt.horus	2015.conll.freebase.horus
False	7	1	LOC	0.56742	0.18198	0.27558	1110	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	7	1	ORG	0.42466	0.03422	0.06333	906	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	7	1	PER	0.59809	0.15843	0.25050	789	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	7	1	LOC	0.46667	0.02869	0.05405	244	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	7	1	ORG	0.00000	0.00000	0.00000	87	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	7	1	PER	0.33333	0.04278	0.07583	561	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	7	1	LOC	0.51389	0.11280	0.18500	328	DT	2015.conll.freebase.horus	ner.txt.horus
False	7	1	ORG	0.81395	0.17073	0.28226	205	DT	2015.conll.freebase.horus	ner.txt.horus
False	7	1	PER	0.62353	0.15845	0.25268	669	DT	2015.conll.freebase.horus	ner.txt.horus
True	7	1	LOC	0.66667	0.09302	0.16327	43	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	1	ORG	0.00000	0.00000	0.00000	6	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	1	PER	0.73333	0.19298	0.30556	57	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	2	LOC	0.33333	0.06250	0.10526	32	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	2	ORG	0.50000	0.12500	0.20000	8	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	2	PER	0.66667	0.17241	0.27397	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	3	LOC	0.33333	0.03571	0.06452	28	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	3	ORG	1.00000	0.10000	0.18182	10	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	3	PER	0.87500	0.24138	0.37838	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	4	LOC	0.83333	0.13889	0.23810	36	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	4	ORG	1.00000	0.18182	0.30769	11	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	4	PER	0.66667	0.09836	0.17143	61	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	5	LOC	0.75000	0.12500	0.21429	24	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	5	ORG	1.00000	0.23077	0.37500	13	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	7	5	PER	0.81250	0.24528	0.37681	53	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	1	LOC	0.65254	0.33772	0.44509	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	1	ORG	0.64583	0.18129	0.28311	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	1	PER	0.74242	0.28994	0.41702	169	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	2	LOC	0.70000	0.40664	0.51444	241	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	2	ORG	0.75610	0.17318	0.28182	179	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	2	PER	0.55696	0.28025	0.37288	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	3	LOC	0.63514	0.41048	0.49867	229	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	3	ORG	0.76364	0.18421	0.29682	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	3	PER	0.62222	0.31111	0.41481	180	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	4	LOC	0.65693	0.39474	0.49315	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	4	ORG	0.79310	0.13450	0.23000	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	4	PER	0.63636	0.40127	0.49219	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	5	LOC	0.68750	0.45622	0.54848	217	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	5	ORG	0.63830	0.15385	0.24793	195	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	8	5	PER	0.56250	0.32143	0.40909	140	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
False	8	1	LOC	0.58904	0.17623	0.27129	244	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	8	1	ORG	0.15789	0.03448	0.05660	87	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	8	1	PER	0.67857	0.20321	0.31276	561	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	8	1	LOC	0.36453	0.22561	0.27872	328	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	8	1	ORG	0.62264	0.32195	0.42444	205	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	8	1	PER	0.57619	0.18087	0.27531	669	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	8	1	LOC	0.50704	0.22785	0.31441	158	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	8	1	ORG	0.41176	0.14286	0.21212	49	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	8	1	PER	0.70103	0.25185	0.37057	270	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	8	1	LOC	0.38095	0.10090	0.15954	1110	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	8	1	ORG	0.40000	0.01325	0.02564	906	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	8	1	PER	0.38799	0.30292	0.34021	789	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
True	8	1	LOC	0.28571	0.08000	0.12500	50	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	1	ORG	0.50000	0.05263	0.09524	19	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	1	PER	0.72549	0.32174	0.44578	115	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	2	LOC	0.40000	0.15000	0.21818	40	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	2	ORG	1.00000	0.06250	0.11765	16	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	2	PER	0.74359	0.27358	0.40000	106	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	3	LOC	0.58333	0.12727	0.20896	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	3	ORG	0.50000	0.05556	0.10000	18	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	3	PER	0.78723	0.35577	0.49007	104	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	4	LOC	0.62500	0.09091	0.15873	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	4	ORG	0.00000	0.00000	0.00000	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	4	PER	0.87234	0.33884	0.48810	121	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	5	LOC	0.45455	0.11111	0.17857	45	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	5	ORG	0.00000	0.00000	0.00000	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	8	5	PER	0.63462	0.33000	0.43421	100	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
False	8	1	LOC	0.15730	0.04268	0.06715	328	DT	emerging.test.annotated.horus	ner.txt.horus
False	8	1	ORG	0.00000	0.00000	0.00000	205	DT	emerging.test.annotated.horus	ner.txt.horus
False	8	1	PER	0.59727	0.26158	0.36383	669	DT	emerging.test.annotated.horus	ner.txt.horus
False	8	1	LOC	0.17544	0.06329	0.09302	158	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	8	1	ORG	0.00000	0.00000	0.00000	49	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	8	1	PER	0.40000	0.28889	0.33548	270	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	8	1	LOC	0.57980	0.16036	0.25124	1110	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	8	1	ORG	0.50000	0.09051	0.15327	906	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	8	1	PER	0.41457	0.20913	0.27801	789	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	8	1	LOC	0.26531	0.05328	0.08874	244	DT	ner.txt.horus	emerging.test.annotated.horus
False	8	1	ORG	0.00000	0.00000	0.00000	87	DT	ner.txt.horus	emerging.test.annotated.horus
