cross-validation	config	run	label	precision	recall	f1	support	algo	dataset1	dataset2
False	3	1	ORG	0.00000	0.00000	0.00000	49	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	3	1	PER	0.25000	0.00370	0.00730	270	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	3	1	LOC	0.00000	0.00000	0.00000	1110	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	ORG	0.00000	0.00000	0.00000	906	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	PER	0.00000	0.00000	0.00000	789	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	LOC	0.00000	0.00000	0.00000	244	DT	ner.txt.horus	emerging.test.annotated.horus
False	3	1	ORG	0.00000	0.00000	0.00000	87	DT	ner.txt.horus	emerging.test.annotated.horus
False	3	1	PER	0.00000	0.00000	0.00000	561	DT	ner.txt.horus	emerging.test.annotated.horus
True	3	1	LOC	0.00000	0.00000	0.00000	85	DT	ner.txt.horus	ner.txt.horus
True	3	1	ORG	0.00000	0.00000	0.00000	45	DT	ner.txt.horus	ner.txt.horus
True	3	1	PER	0.00000	0.00000	0.00000	135	DT	ner.txt.horus	ner.txt.horus
True	3	2	LOC	0.00000	0.00000	0.00000	74	DT	ner.txt.horus	ner.txt.horus
True	3	2	ORG	0.00000	0.00000	0.00000	36	DT	ner.txt.horus	ner.txt.horus
True	3	2	PER	0.00000	0.00000	0.00000	126	DT	ner.txt.horus	ner.txt.horus
True	3	3	LOC	0.00000	0.00000	0.00000	61	DT	ner.txt.horus	ner.txt.horus
True	3	3	ORG	0.00000	0.00000	0.00000	44	DT	ner.txt.horus	ner.txt.horus
True	3	3	PER	0.00000	0.00000	0.00000	122	DT	ner.txt.horus	ner.txt.horus
True	3	4	LOC	0.00000	0.00000	0.00000	66	DT	ner.txt.horus	ner.txt.horus
True	3	4	ORG	0.00000	0.00000	0.00000	40	DT	ner.txt.horus	ner.txt.horus
True	3	4	PER	0.00000	0.00000	0.00000	114	DT	ner.txt.horus	ner.txt.horus
True	3	5	LOC	0.00000	0.00000	0.00000	59	DT	ner.txt.horus	ner.txt.horus
True	3	5	ORG	0.00000	0.00000	0.00000	35	DT	ner.txt.horus	ner.txt.horus
True	3	5	PER	0.00000	0.00000	0.00000	135	DT	ner.txt.horus	ner.txt.horus
False	3	1	LOC	0.50000	0.00633	0.01250	158	DT	ner.txt.horus	2015.conll.freebase.horus
False	3	1	ORG	0.00000	0.00000	0.00000	49	DT	ner.txt.horus	2015.conll.freebase.horus
False	3	1	PER	0.00000	0.00000	0.00000	270	DT	ner.txt.horus	2015.conll.freebase.horus
False	3	1	LOC	0.00000	0.00000	0.00000	1110	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	ORG	0.00000	0.00000	0.00000	906	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	PER	0.14000	0.00887	0.01669	789	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	LOC	0.00000	0.00000	0.00000	244	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	3	1	ORG	0.00000	0.00000	0.00000	87	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	3	1	PER	0.00000	0.00000	0.00000	561	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	3	1	LOC	0.20000	0.00305	0.00601	328	DT	2015.conll.freebase.horus	ner.txt.horus
False	3	1	ORG	0.00000	0.00000	0.00000	205	DT	2015.conll.freebase.horus	ner.txt.horus
False	3	1	PER	0.00000	0.00000	0.00000	669	DT	2015.conll.freebase.horus	ner.txt.horus
True	3	1	LOC	0.00000	0.00000	0.00000	43	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	1	ORG	0.00000	0.00000	0.00000	6	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	1	PER	0.00000	0.00000	0.00000	57	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	2	LOC	0.00000	0.00000	0.00000	32	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	2	ORG	0.00000	0.00000	0.00000	8	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	2	PER	1.00000	0.01724	0.03390	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	3	LOC	0.00000	0.00000	0.00000	28	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	3	ORG	0.00000	0.00000	0.00000	10	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	3	PER	0.00000	0.00000	0.00000	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	4	LOC	0.00000	0.00000	0.00000	36	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	4	ORG	0.00000	0.00000	0.00000	11	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	4	PER	0.50000	0.01639	0.03175	61	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	5	LOC	0.00000	0.00000	0.00000	24	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	5	ORG	0.00000	0.00000	0.00000	13	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	3	5	PER	0.00000	0.00000	0.00000	53	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	1	LOC	0.00000	0.00000	0.00000	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	1	ORG	0.00000	0.00000	0.00000	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	1	PER	0.61538	0.04734	0.08791	169	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	2	LOC	0.00000	0.00000	0.00000	241	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	2	ORG	0.00000	0.00000	0.00000	179	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	2	PER	0.52941	0.11465	0.18848	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	3	LOC	0.00000	0.00000	0.00000	229	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	3	ORG	0.50000	0.00439	0.00870	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	3	PER	0.48387	0.08333	0.14218	180	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	4	LOC	0.00000	0.00000	0.00000	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	4	ORG	0.00000	0.00000	0.00000	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	4	PER	0.46341	0.12102	0.19192	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	5	LOC	0.00000	0.00000	0.00000	217	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	5	ORG	0.00000	0.00000	0.00000	195	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	5	PER	0.56667	0.12143	0.20000	140	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	LOC	0.00000	0.00000	0.00000	244	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	4	1	ORG	0.50000	0.01149	0.02247	87	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	4	1	PER	0.51923	0.04813	0.08809	561	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	4	1	LOC	0.00000	0.00000	0.00000	328	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	205	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	4	1	PER	0.48148	0.07773	0.13385	669	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	4	1	LOC	0.00000	0.00000	0.00000	158	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	4	1	ORG	0.00000	0.00000	0.00000	49	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	4	1	PER	0.41379	0.04444	0.08027	270	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	4	1	LOC	0.00000	0.00000	0.00000	1110	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	ORG	0.60000	0.00331	0.00659	906	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	PER	0.37007	0.40431	0.38643	789	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
True	4	1	LOC	0.00000	0.00000	0.00000	50	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	1	ORG	0.00000	0.00000	0.00000	19	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	1	PER	0.58824	0.34783	0.43716	115	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	2	LOC	0.00000	0.00000	0.00000	40	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	2	ORG	0.00000	0.00000	0.00000	16	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	2	PER	0.57143	0.33962	0.42604	106	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	3	LOC	0.00000	0.00000	0.00000	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	3	ORG	0.00000	0.00000	0.00000	18	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	3	PER	0.62295	0.36538	0.46061	104	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	4	LOC	0.00000	0.00000	0.00000	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	4	ORG	0.00000	0.00000	0.00000	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	4	PER	0.74545	0.33884	0.46591	121	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	5	LOC	0.00000	0.00000	0.00000	45	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	5	ORG	0.00000	0.00000	0.00000	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	5	PER	0.54167	0.39000	0.45349	100	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
False	4	1	LOC	0.00000	0.00000	0.00000	328	DT	emerging.test.annotated.horus	ner.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	205	DT	emerging.test.annotated.horus	ner.txt.horus
False	4	1	PER	0.52649	0.47534	0.49961	669	DT	emerging.test.annotated.horus	ner.txt.horus
False	4	1	LOC	0.00000	0.00000	0.00000	158	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	4	1	ORG	0.00000	0.00000	0.00000	49	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	4	1	PER	0.40551	0.38148	0.39313	270	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	4	1	LOC	0.00000	0.00000	0.00000	1110	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	906	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	PER	0.35379	0.34347	0.34855	789	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	LOC	0.00000	0.00000	0.00000	244	DT	ner.txt.horus	emerging.test.annotated.horus
False	4	1	ORG	0.00000	0.00000	0.00000	87	DT	ner.txt.horus	emerging.test.annotated.horus
False	4	1	PER	0.61972	0.31373	0.41657	561	DT	ner.txt.horus	emerging.test.annotated.horus
True	4	1	LOC	0.00000	0.00000	0.00000	85	DT	ner.txt.horus	ner.txt.horus
True	4	1	ORG	0.00000	0.00000	0.00000	45	DT	ner.txt.horus	ner.txt.horus
True	4	1	PER	0.53719	0.48148	0.50781	135	DT	ner.txt.horus	ner.txt.horus
True	4	2	LOC	0.00000	0.00000	0.00000	74	DT	ner.txt.horus	ner.txt.horus
True	4	2	ORG	0.00000	0.00000	0.00000	36	DT	ner.txt.horus	ner.txt.horus
True	4	2	PER	0.56481	0.48413	0.52137	126	DT	ner.txt.horus	ner.txt.horus
True	4	3	LOC	0.00000	0.00000	0.00000	61	DT	ner.txt.horus	ner.txt.horus
True	4	3	ORG	0.00000	0.00000	0.00000	44	DT	ner.txt.horus	ner.txt.horus
True	4	3	PER	0.55319	0.42623	0.48148	122	DT	ner.txt.horus	ner.txt.horus
True	4	4	LOC	0.00000	0.00000	0.00000	66	DT	ner.txt.horus	ner.txt.horus
True	4	4	ORG	0.00000	0.00000	0.00000	40	DT	ner.txt.horus	ner.txt.horus
True	4	4	PER	0.42991	0.40351	0.41629	114	DT	ner.txt.horus	ner.txt.horus
True	4	5	LOC	0.00000	0.00000	0.00000	59	DT	ner.txt.horus	ner.txt.horus
True	4	5	ORG	0.00000	0.00000	0.00000	35	DT	ner.txt.horus	ner.txt.horus
True	4	5	PER	0.57265	0.49630	0.53175	135	DT	ner.txt.horus	ner.txt.horus
False	4	1	LOC	0.00000	0.00000	0.00000	158	DT	ner.txt.horus	2015.conll.freebase.horus
False	4	1	ORG	0.00000	0.00000	0.00000	49	DT	ner.txt.horus	2015.conll.freebase.horus
False	4	1	PER	0.40088	0.33704	0.36620	270	DT	ner.txt.horus	2015.conll.freebase.horus
False	4	1	LOC	0.00000	0.00000	0.00000	1110	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	906	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	PER	0.34615	0.12548	0.18419	789	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	LOC	0.00000	0.00000	0.00000	244	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	4	1	ORG	0.00000	0.00000	0.00000	87	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	4	1	PER	0.50000	0.07308	0.12753	561	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	4	1	LOC	0.00000	0.00000	0.00000	328	DT	2015.conll.freebase.horus	ner.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	205	DT	2015.conll.freebase.horus	ner.txt.horus
False	4	1	PER	0.39444	0.10613	0.16726	669	DT	2015.conll.freebase.horus	ner.txt.horus
True	4	1	LOC	0.00000	0.00000	0.00000	43	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	1	ORG	0.00000	0.00000	0.00000	6	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	1	PER	0.62500	0.08772	0.15385	57	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	2	LOC	0.00000	0.00000	0.00000	32	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	2	ORG	0.00000	0.00000	0.00000	8	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	2	PER	0.40000	0.06897	0.11765	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	3	LOC	0.00000	0.00000	0.00000	28	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	3	ORG	0.00000	0.00000	0.00000	10	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	3	PER	0.36364	0.06897	0.11594	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	4	LOC	0.00000	0.00000	0.00000	36	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	4	ORG	0.00000	0.00000	0.00000	11	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	4	PER	0.62500	0.08197	0.14493	61	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	5	LOC	0.00000	0.00000	0.00000	24	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	5	ORG	0.00000	0.00000	0.00000	13	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	5	PER	0.31250	0.09434	0.14493	53	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	1	LOC	0.77778	0.39912	0.52754	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	1	ORG	0.57534	0.24561	0.34426	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	1	PER	0.71053	0.15976	0.26087	169	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	2	LOC	0.74815	0.41909	0.53723	241	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	2	ORG	0.65574	0.22346	0.33333	179	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	2	PER	0.48718	0.12102	0.19388	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	3	LOC	0.67133	0.41921	0.51613	229	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	3	ORG	0.75385	0.21491	0.33447	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	3	PER	0.51515	0.09444	0.15962	180	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	4	LOC	0.72727	0.42105	0.53333	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	4	ORG	0.68056	0.28655	0.40329	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	4	PER	0.50000	0.13376	0.21106	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	5	LOC	0.65942	0.41935	0.51268	217	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	5	ORG	0.67213	0.21026	0.32031	195	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	5	PER	0.50000	0.13571	0.21348	140	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	LOC	0.50000	0.11475	0.18667	244	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	5	1	ORG	0.11364	0.05747	0.07634	87	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	5	1	PER	0.63291	0.08913	0.15625	561	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	5	1	LOC	0.55034	0.25000	0.34382	328	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	5	1	ORG	0.58537	0.23415	0.33449	205	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	5	1	PER	0.50000	0.07922	0.13677	669	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	5	1	LOC	0.48148	0.24684	0.32636	158	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	5	1	ORG	0.16000	0.08163	0.10811	49	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	5	1	PER	0.65000	0.14444	0.23636	270	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	5	1	LOC	0.21630	0.06216	0.09657	1110	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	ORG	0.25000	0.02428	0.04427	906	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	PER	0.13902	0.07224	0.09508	789	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
True	5	1	LOC	0.36364	0.08000	0.13115	50	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	1	ORG	1.00000	0.15789	0.27273	19	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	1	PER	0.47826	0.09565	0.15942	115	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	2	LOC	0.60000	0.22500	0.32727	40	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	2	ORG	0.60000	0.18750	0.28571	16	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	2	PER	0.48485	0.15094	0.23022	106	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	3	LOC	0.55556	0.18182	0.27397	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	3	ORG	1.00000	0.16667	0.28571	18	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	3	PER	0.69231	0.17308	0.27692	104	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	4	LOC	0.66667	0.18182	0.28571	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	4	ORG	0.75000	0.30000	0.42857	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	4	PER	0.54167	0.10744	0.17931	121	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	5	LOC	0.61538	0.17778	0.27586	45	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	5	ORG	0.50000	0.20000	0.28571	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	5	PER	0.68182	0.15000	0.24590	100	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
False	5	1	LOC	0.13542	0.03963	0.06132	328	DT	emerging.test.annotated.horus	ner.txt.horus
False	5	1	ORG	0.04651	0.00976	0.01613	205	DT	emerging.test.annotated.horus	ner.txt.horus
False	5	1	PER	0.26380	0.06428	0.10337	669	DT	emerging.test.annotated.horus	ner.txt.horus
False	5	1	LOC	0.07317	0.03797	0.05000	158	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	5	1	ORG	0.00000	0.00000	0.00000	49	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	5	1	PER	0.15267	0.07407	0.09975	270	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	5	1	LOC	0.49095	0.21982	0.30367	1110	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	ORG	0.56204	0.08499	0.14765	906	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	PER	0.25245	0.13054	0.17210	789	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	LOC	0.12903	0.01639	0.02909	244	DT	ner.txt.horus	emerging.test.annotated.horus
False	5	1	ORG	0.07143	0.01149	0.01980	87	DT	ner.txt.horus	emerging.test.annotated.horus
False	5	1	PER	0.41667	0.08913	0.14684	561	DT	ner.txt.horus	emerging.test.annotated.horus
True	5	1	LOC	0.60000	0.21176	0.31304	85	DT	ner.txt.horus	ner.txt.horus
True	5	1	ORG	0.86364	0.42222	0.56716	45	DT	ner.txt.horus	ner.txt.horus
True	5	1	PER	0.72222	0.28889	0.41270	135	DT	ner.txt.horus	ner.txt.horus
True	5	2	LOC	0.64516	0.27027	0.38095	74	DT	ner.txt.horus	ner.txt.horus
True	5	2	ORG	0.50000	0.19444	0.28000	36	DT	ner.txt.horus	ner.txt.horus
True	5	2	PER	0.65385	0.26984	0.38202	126	DT	ner.txt.horus	ner.txt.horus
True	5	3	LOC	0.57143	0.19672	0.29268	61	DT	ner.txt.horus	ner.txt.horus
True	5	3	ORG	0.75000	0.40909	0.52941	44	DT	ner.txt.horus	ner.txt.horus
True	5	3	PER	0.70213	0.27049	0.39053	122	DT	ner.txt.horus	ner.txt.horus
True	5	4	LOC	0.50000	0.21212	0.29787	66	DT	ner.txt.horus	ner.txt.horus
True	5	4	ORG	0.70370	0.47500	0.56716	40	DT	ner.txt.horus	ner.txt.horus
True	5	4	PER	0.55357	0.27193	0.36471	114	DT	ner.txt.horus	ner.txt.horus
True	5	5	LOC	0.47222	0.28814	0.35789	59	DT	ner.txt.horus	ner.txt.horus
True	5	5	ORG	0.70588	0.34286	0.46154	35	DT	ner.txt.horus	ner.txt.horus
True	5	5	PER	0.74468	0.25926	0.38462	135	DT	ner.txt.horus	ner.txt.horus
False	5	1	LOC	0.40698	0.22152	0.28689	158	DT	ner.txt.horus	2015.conll.freebase.horus
False	5	1	ORG	0.40000	0.12245	0.18750	49	DT	ner.txt.horus	2015.conll.freebase.horus
False	5	1	PER	0.27068	0.13333	0.17866	270	DT	ner.txt.horus	2015.conll.freebase.horus
False	5	1	LOC	0.50847	0.18919	0.27577	1110	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	ORG	0.32632	0.03422	0.06194	906	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	PER	0.27557	0.12294	0.17003	789	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	LOC	0.20000	0.02049	0.03717	244	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	5	1	ORG	0.09091	0.01149	0.02041	87	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	5	1	PER	0.31373	0.02852	0.05229	561	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	5	1	LOC	0.41549	0.17988	0.25106	328	DT	2015.conll.freebase.horus	ner.txt.horus
False	5	1	ORG	0.75610	0.15122	0.25203	205	DT	2015.conll.freebase.horus	ner.txt.horus
False	5	1	PER	0.37255	0.08520	0.13869	669	DT	2015.conll.freebase.horus	ner.txt.horus
True	5	1	LOC	0.37500	0.06977	0.11765	43	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	1	ORG	0.00000	0.00000	0.00000	6	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	1	PER	0.35714	0.08772	0.14085	57	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	2	LOC	0.40000	0.12500	0.19048	32	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	2	ORG	0.25000	0.12500	0.16667	8	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	2	PER	0.46154	0.10345	0.16901	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	3	LOC	0.25000	0.07143	0.11111	28	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	3	ORG	0.33333	0.10000	0.15385	10	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	3	PER	0.46154	0.10345	0.16901	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	4	LOC	0.33333	0.02778	0.05128	36	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	4	ORG	1.00000	0.18182	0.30769	11	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	4	PER	0.43750	0.11475	0.18182	61	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	5	LOC	0.20000	0.04167	0.06897	24	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	5	ORG	1.00000	0.23077	0.37500	13	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	5	PER	0.36842	0.13208	0.19444	53	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	6	1	LOC	0.79487	0.40789	0.53913	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	1	ORG	0.72043	0.39181	0.50758	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	1	PER	0.84906	0.26627	0.40541	169	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	6	2	LOC	0.77622	0.46058	0.57812	241	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
